subject,subjectname,group,formerSubject,conditionrank,modality,modalityname,repetition,question,trial,datasetname,readingTime,error,time,perceivedDifficulty,perceivedTime,logtime
3,s3,3,no,2,4,virtual-mouse,2,3,15,military,1,0,41.4299,2,11,3.724
3,s3,3,no,2,4,virtual-mouse,2,4,16,military,3,0,22.6618,5,21,3.1207
3,s3,3,no,3,2,physical-notouch,1,1,17,grosscapital,87,0,69.5348,3,14,4.2418
3,s3,3,no,3,2,physical-notouch,1,2,18,grosscapital,2,0,47.7178,3,13,3.8653
3,s3,3,no,3,2,physical-notouch,1,3,19,grosscapital,1,0,65.134,3,14,4.1764
3,s3,3,no,3,2,physical-notouch,1,4,20,grosscapital,2,0,51.2567,4,12,3.9368
3,s3,3,no,3,2,physical-notouch,2,1,21,education,47,0,35.4326,3,9,3.5676
3,s3,3,no,3,2,physical-notouch,2,2,22,education,1,0,37.6914,1,9,3.6294
3,s3,3,no,3,2,physical-notouch,2,3,23,education,1,0,54.4975,1,11,3.9982
3,s3,3,no,3,2,physical-notouch,2,4,24,education,1,0,72.6903,1,19,4.2862
3,s3,3,no,4,1,physical-touch,1,1,25,carmortality,38,0,43.401,3,9,3.7705
3,s3,3,no,4,1,physical-touch,1,2,26,carmortality,1,0,28.6648,3,8,3.3557
3,s3,3,no,4,1,physical-touch,1,3,27,carmortality,1,0,27.4522,1,9,3.3124
3,s3,3,no,4,1,physical-touch,1,4,28,carmortality,8,1,54.0663,5,10,3.9902
3,s3,3,no,4,1,physical-touch,2,1,29,hiv,32,1,52.4742,5,12,3.9603
3,s3,3,no,4,1,physical-touch,2,2,30,hiv,1,1,57.5944,5,11,4.0534
3,s3,3,no,4,1,physical-touch,2,3,31,hiv,1,0,28.5035,1,15,3.35
3,s3,3,no,4,1,physical-touch,2,4,32,hiv,2,0,43.0658,4,15,3.7627
2,s10,2,no,1,2,physical-notouch,1,1,1,army,66,0,30.4751,2,18,3.4169
2,s10,2,no,1,2,physical-notouch,1,2,2,army,4,1,44.0436,3,31,3.7852
2,s10,2,no,1,2,physical-notouch,1,3,3,army,12,0,34.6273,2,14,3.5446
2,s10,2,no,1,2,physical-notouch,1,4,4,army,2,0,37.6277,2,19,3.6277
2,s10,2,no,1,2,physical-notouch,2,1,5,externaldebt,101,0,41.3619,3,34,3.7224
2,s10,2,no,1,2,physical-notouch,2,2,6,externaldebt,6,0,28.8606,2,18,3.3625
2,s10,2,no,1,2,physical-notouch,2,3,7,externaldebt,3,0,46.8086,4,33,3.8461
2,s10,2,no,1,2,physical-notouch,2,4,8,externaldebt,2,0,57.4429,3,27,4.0508
2,s10,2,no,2,3,virtual-prop,1,1,9,health,16,0,42.9796,3,23,3.7607
2,s10,2,no,2,3,virtual-prop,1,2,10,health,2,1,45.173,3,28,3.8105
2,s10,2,no,2,3,virtual-prop,1,3,11,health,1,0,54.7088,3,27,4.002
2,s10,2,no,2,3,virtual-prop,1,4,12,health,4,0,32.0405,2,16,3.467
2,s10,2,no,2,3,virtual-prop,2,1,13,military,25,0,29.1197,2,24,3.3714
2,s10,2,no,2,3,virtual-prop,2,2,14,military,2,0,33.4699,2,26,3.5106
2,s10,2,no,2,3,virtual-prop,2,3,15,military,2,0,33.7117,2,31,3.5178
2,s10,2,no,2,3,virtual-prop,2,4,16,military,2,0,40.0818,3,30,3.6909
2,s10,2,no,3,1,physical-touch,1,1,17,grosscapital,100,0,42.0304,2,30,3.7384
2,s10,2,no,3,1,physical-touch,1,2,18,grosscapital,3,0,38.8462,2,25,3.6596
2,s10,2,no,3,1,physical-touch,1,3,19,grosscapital,1,0,34.7791,3,31,3.549
2,s10,2,no,3,1,physical-touch,1,4,20,grosscapital,4,0,29.071,2,17,3.3697
2,s10,2,no,3,1,physical-touch,2,1,21,education,49,0,30.699,2,14,3.4242
2,s10,2,no,3,1,physical-touch,2,2,22,education,9,0,26.0036,3,19,3.2582
2,s10,2,no,3,1,physical-touch,2,3,23,education,2,0,29.8098,2,23,3.3948
2,s10,2,no,3,1,physical-touch,2,4,24,education,1,0,29.6554,2,29,3.3896
2,s10,2,no,4,4,virtual-mouse,1,1,25,carmortality,12,0,43.9904,2,35,3.784
2,s10,2,no,4,4,virtual-mouse,1,2,26,carmortality,2,0,31.9843,2,21,3.4652
2,s10,2,no,4,4,virtual-mouse,1,3,27,carmortality,2,1,68.6058,4,42,4.2284
2,s10,2,no,4,4,virtual-mouse,1,4,28,carmortality,2,0,35.0926,3,34,3.558
2,s10,2,no,4,4,virtual-mouse,2,1,29,hiv,26,0,43.0672,3,42,3.7628
2,s10,2,no,4,4,virtual-mouse,2,2,30,hiv,2,0,48.6477,2,39,3.8846
2,s10,2,no,4,4,virtual-mouse,2,3,31,hiv,2,1,61.1865,3,39,4.1139
2,s10,2,no,4,4,virtual-mouse,2,4,32,hiv,6,0,55.7113,4,48,4.0202
11,s11,3,yes,1,3,virtual-prop,1,1,1,army,75,0,54.2965,2,21,3.9945
11,s11,3,yes,1,3,virtual-prop,1,2,2,army,14,0,86.0579,2,27,4.455
11,s11,3,yes,1,3,virtual-prop,1,3,3,army,8,0,65.6422,2,30,4.1842
11,s11,3,yes,1,3,virtual-prop,1,4,4,army,7,0,70.5564,2,23,4.2564
11,s11,3,yes,1,3,virtual-prop,2,1,5,externaldebt,52,0,88.0568,3,33,4.478
11,s11,3,yes,1,3,virtual-prop,2,2,6,externaldebt,11,0,41.5526,2,20,3.727
11,s11,3,yes,1,3,virtual-prop,2,3,7,externaldebt,15,0,56.3584,3,26,4.0317
11,s11,3,yes,1,3,virtual-prop,2,4,8,externaldebt,7,0,61.9204,2,31,4.1258
11,s11,3,yes,2,4,virtual-mouse,1,1,9,health,15,0,67.3963,3,38,4.2106
11,s11,3,yes,2,4,virtual-mouse,1,2,10,health,9,0,50.5695,2,27,3.9233
11,s11,3,yes,2,4,virtual-mouse,1,3,11,health,19,0,84.42,3,42,4.4358
11,s11,3,yes,2,4,virtual-mouse,1,4,12,health,3,0,63.6879,3,29,4.154
11,s11,3,yes,2,4,virtual-mouse,2,1,13,military,16,0,30.388,2,24,3.414
11,s11,3,yes,2,4,virtual-mouse,2,2,14,military,3,0,40.9003,2,25,3.7111
11,s11,3,yes,2,4,virtual-mouse,2,3,15,military,6,0,37.7109,2,25,3.6299
11,s11,3,yes,2,4,virtual-mouse,2,4,16,military,4,0,41.5624,2,19,3.7272
11,s11,3,yes,3,2,physical-notouch,1,1,17,grosscapital,61,0,47.6855,2,29,3.8646
11,s11,3,yes,3,2,physical-notouch,1,2,18,grosscapital,6,0,59.8503,3,32,4.0918
11,s11,3,yes,3,2,physical-notouch,1,3,19,grosscapital,10,0,35.6583,2,26,3.574
11,s11,3,yes,3,2,physical-notouch,1,4,20,grosscapital,6,0,26.7919,1,18,3.2881
11,s11,3,yes,3,2,physical-notouch,2,1,21,education,39,0,43.6477,2,27,3.7761
11,s11,3,yes,3,2,physical-notouch,2,2,22,education,2,0,39.2981,2,23,3.6712
11,s11,3,yes,3,2,physical-notouch,2,3,23,education,4,0,44.2051,2,19,3.7888
11,s11,3,yes,3,2,physical-notouch,2,4,24,education,2,0,55.5012,2,21,4.0164
11,s11,3,yes,4,1,physical-touch,1,1,25,carmortality,37,0,34.508,2,20,3.5412
11,s11,3,yes,4,1,physical-touch,1,2,26,carmortality,4,0,31.6974,2,18,3.4562
11,s11,3,yes,4,1,physical-touch,1,3,27,carmortality,5,0,29.1709,2,19,3.3732
11,s11,3,yes,4,1,physical-touch,1,4,28,carmortality,7,1,51.5818,4,19,3.9432
11,s11,3,yes,4,1,physical-touch,2,1,29,hiv,36,0,44.9181,3,22,3.8048
11,s11,3,yes,4,1,physical-touch,2,2,30,hiv,8,0,39.6044,3,24,3.6789
11,s11,3,yes,4,1,physical-touch,2,3,31,hiv,3,0,42.1559,3,24,3.7414
11,s11,3,yes,4,1,physical-touch,2,4,32,hiv,2,0,29.9317,2,21,3.3989
12,s12,4,yes,1,4,virtual-mouse,1,1,1,army,10,1,36.9916,2,30,3.6107
12,s12,4,yes,1,4,virtual-mouse,1,2,2,army,2,0,30.9064,2,29,3.431
12,s12,4,yes,1,4,virtual-mouse,1,3,3,army,2,1,29.6606,2,24,3.3898
12,s12,4,yes,1,4,virtual-mouse,1,4,4,army,2,0,29.425,2,17,3.3818
12,s12,4,yes,1,4,virtual-mouse,2,1,5,externaldebt,6,0,48.315,3,16,3.8777
12,s12,4,yes,1,4,virtual-mouse,2,2,6,externaldebt,2,1,44.4545,2,21,3.7945
12,s12,4,yes,1,4,virtual-mouse,2,3,7,externaldebt,2,0,37.1131,2,27,3.614
12,s12,4,yes,1,4,virtual-mouse,2,4,8,externaldebt,2,0,33.0861,2,21,3.4991
12,s12,4,yes,2,1,physical-touch,1,1,9,health,83,0,28.466,2,20,3.3487
12,s12,4,yes,2,1,physical-touch,1,2,10,health,3,0,28.8903,2,23,3.3635
12,s12,4,yes,2,1,physical-touch,1,3,11,health,4,0,31.4639,2,29,3.4488
12,s12,4,yes,2,1,physical-touch,1,4,12,health,3,0,34.6175,3,20,3.5444
12,s12,4,yes,2,1,physical-touch,2,1,13,military,27,0,22.192,2,24,3.0997
12,s12,4,yes,2,1,physical-touch,2,2,14,military,2,0,21.0312,2,28,3.046
12,s12,4,yes,2,1,physical-touch,2,3,15,military,2,0,22.4776,2,17,3.1125
12,s12,4,yes,2,1,physical-touch,2,4,16,military,2,0,23.717,3,24,3.1662
12,s12,4,yes,3,3,virtual-prop,1,1,17,grosscapital,16,1,41.0424,3,28,3.7146
12,s12,4,yes,3,3,virtual-prop,1,2,18,grosscapital,4,0,40.8944,1,26,3.711
12,s12,4,yes,3,3,virtual-prop,1,3,19,grosscapital,3,0,31.9734,2,29,3.4649
12,s12,4,yes,3,3,virtual-prop,1,4,20,grosscapital,1,1,26.8146,3,31,3.2889
12,s12,4,yes,3,3,virtual-prop,2,1,21,education,24,1,28.6516,3,27,3.3552
12,s12,4,yes,3,3,virtual-prop,2,2,22,education,3,1,38.8172,3,24,3.6589
12,s12,4,yes,3,3,virtual-prop,2,3,23,education,4,1,33.1824,3,31,3.502
12,s12,4,yes,3,3,virtual-prop,2,4,24,education,4,0,35.1558,2,22,3.5598
12,s12,4,yes,4,2,physical-notouch,1,1,25,carmortality,32,0,35.1797,2,31,3.5605
12,s12,4,yes,4,2,physical-notouch,1,2,26,carmortality,4,1,29.6206,3,29,3.3885
12,s12,4,yes,4,2,physical-notouch,1,3,27,carmortality,4,0,38.5755,2,18,3.6526
12,s12,4,yes,4,2,physical-notouch,1,4,28,carmortality,3,0,34.5083,2,26,3.5412
12,s12,4,yes,4,2,physical-notouch,2,1,29,hiv,33,1,40.4224,3,21,3.6994
12,s12,4,yes,4,2,physical-notouch,2,2,30,hiv,3,0,36.771,2,28,3.6047
12,s12,4,yes,4,2,physical-notouch,2,3,31,hiv,3,0,30.4184,2,29,3.415
12,s12,4,yes,4,2,physical-notouch,2,4,32,hiv,3,0,41.027,3,28,3.7142
13,s13,1,yes,1,1,physical-touch,1,1,1,army,54,0,50.2477,3,50,3.917
13,s13,1,yes,1,1,physical-touch,1,2,2,army,3,1,26.3247,2,40,3.2705
13,s13,1,yes,1,1,physical-touch,1,3,3,army,2,1,53.0075,4,54,3.9704
13,s13,1,yes,1,1,physical-touch,1,4,4,army,2,0,32.6192,3,40,3.4849
13,s13,1,yes,1,1,physical-touch,2,1,5,externaldebt,50,1,44.1089,3,45,3.7867
13,s13,1,yes,1,1,physical-touch,2,2,6,externaldebt,3,0,37.5641,2,51,3.626
13,s13,1,yes,1,1,physical-touch,2,3,7,externaldebt,2,1,43.8844,4,51,3.7816
13,s13,1,yes,1,1,physical-touch,2,4,8,externaldebt,4,0,28.1925,5,61,3.3391
13,s13,1,yes,2,2,physical-notouch,1,1,9,health,55,0,41.5986,4,55,3.7281
13,s13,1,yes,2,2,physical-notouch,1,2,10,health,3,0,39.4393,4,46,3.6748
13,s13,1,yes,2,2,physical-notouch,1,3,11,health,2,0,37.2154,4,54,3.6167
13,s13,1,yes,2,2,physical-notouch,1,4,12,health,3,1,52.5611,4,55,3.962
13,s13,1,yes,2,2,physical-notouch,2,1,13,military,39,0,43.7576,4,59,3.7787
13,s13,1,yes,2,2,physical-notouch,2,2,14,military,5,0,33.9631,3,45,3.5253
13,s13,1,yes,2,2,physical-notouch,2,3,15,military,4,0,37.6398,4,45,3.6281
13,s13,1,yes,2,2,physical-notouch,2,4,16,military,4,0,26.1177,5,61,3.2626
13,s13,1,yes,3,4,virtual-mouse,1,1,17,grosscapital,20,1,80.7471,5,65,4.3913
13,s13,1,yes,3,4,virtual-mouse,1,2,18,grosscapital,2,0,58.5728,4,60,4.0703
13,s13,1,yes,3,4,virtual-mouse,1,3,19,grosscapital,3,0,67.5889,5,71,4.2134
13,s13,1,yes,3,4,virtual-mouse,1,4,20,grosscapital,2,0,40.9587,4,69,3.7126
13,s13,1,yes,3,4,virtual-mouse,2,1,21,education,15,0,41.4329,3,45,3.7241
13,s13,1,yes,3,4,virtual-mouse,2,2,22,education,2,0,49.6803,4,54,3.9056
13,s13,1,yes,3,4,virtual-mouse,2,3,23,education,2,0,39.7333,3,51,3.6822
13,s13,1,yes,3,4,virtual-mouse,2,4,24,education,3,0,43.6988,4,62,3.7773
13,s13,1,yes,4,3,virtual-prop,1,1,25,carmortality,27,0,50.2229,4,60,3.9165
13,s13,1,yes,4,3,virtual-prop,1,2,26,carmortality,6,0,59.1196,4,61,4.0796
13,s13,1,yes,4,3,virtual-prop,1,3,27,carmortality,6,1,51.008,5,63,3.932
13,s13,1,yes,4,3,virtual-prop,1,4,28,carmortality,3,1,54.0005,4,65,3.989
13,s13,1,yes,4,3,virtual-prop,2,1,29,hiv,22,0,76.0841,4,60,4.3318
13,s13,1,yes,4,3,virtual-prop,2,2,30,hiv,3,0,70.2605,4,66,4.2522
13,s13,1,yes,4,3,virtual-prop,2,3,31,hiv,7,0,70.317,5,68,4.253
13,s13,1,yes,4,3,virtual-prop,2,4,32,hiv,3,1,50.0175,4,52,3.9124
14,s14,2,yes,1,2,physical-notouch,1,1,1,army,82,0,150.8723,1,46,5.0164
14,s14,2,yes,1,2,physical-notouch,1,2,2,army,3,0,44.001,1,30,3.7842
14,s14,2,yes,1,2,physical-notouch,1,3,3,army,2,0,80.1731,1,31,4.3842
14,s14,2,yes,1,2,physical-notouch,1,4,4,army,4,0,69.1048,1,32,4.2356
14,s14,2,yes,1,2,physical-notouch,2,1,5,externaldebt,50,0,58.7802,1,31,4.0738
14,s14,2,yes,1,2,physical-notouch,2,2,6,externaldebt,1,0,49.1603,1,31,3.8951
14,s14,2,yes,1,2,physical-notouch,2,3,7,externaldebt,2,0,45.1816,1,25,3.8107
14,s14,2,yes,1,2,physical-notouch,2,4,8,externaldebt,1,0,70.55,1,30,4.2563
14,s14,2,yes,2,3,virtual-prop,1,1,9,health,19,1,62.1337,1,26,4.1293
14,s14,2,yes,2,3,virtual-prop,1,2,10,health,2,0,68.6328,1,30,4.2288
14,s14,2,yes,2,3,virtual-prop,1,3,11,health,3,0,50.8196,1,28,3.9283
14,s14,2,yes,2,3,virtual-prop,1,4,12,health,2,0,47.5969,1,25,3.8628
14,s14,2,yes,2,3,virtual-prop,2,1,13,military,30,1,61.1237,1,27,4.1129
14,s14,2,yes,2,3,virtual-prop,2,2,14,military,2,0,34.1806,1,25,3.5317
14,s14,2,yes,2,3,virtual-prop,2,3,15,military,1,0,66.851,1,33,4.2025
14,s14,2,yes,2,3,virtual-prop,2,4,16,military,1,0,60.3563,1,20,4.1003
14,s14,2,yes,3,1,physical-touch,1,1,17,grosscapital,45,0,50.1402,1,20,3.9148
14,s14,2,yes,3,1,physical-touch,1,2,18,grosscapital,1,0,64.0021,1,24,4.1589
14,s14,2,yes,3,1,physical-touch,1,3,19,grosscapital,2,0,47.2577,1,22,3.8556
14,s14,2,yes,3,1,physical-touch,1,4,20,grosscapital,1,0,39.4156,1,21,3.6742
14,s14,2,yes,3,1,physical-touch,2,1,21,education,28,0,34.3556,1,20,3.5368
14,s14,2,yes,3,1,physical-touch,2,2,22,education,1,0,32.4802,1,21,3.4806
14,s14,2,yes,3,1,physical-touch,2,3,23,education,3,0,30.95,1,19,3.4324
14,s14,2,yes,3,1,physical-touch,2,4,24,education,1,1,42.9519,1,20,3.7601
14,s14,2,yes,4,4,virtual-mouse,1,1,25,carmortality,10,0,47.9458,1,18,3.8701
14,s14,2,yes,4,4,virtual-mouse,1,2,26,carmortality,2,0,36.0034,1,24,3.5836
14,s14,2,yes,4,4,virtual-mouse,1,3,27,carmortality,1,0,48.6638,1,18,3.8849
14,s14,2,yes,4,4,virtual-mouse,1,4,28,carmortality,1,1,41.953,1,20,3.7365
14,s14,2,yes,4,4,virtual-mouse,2,1,29,hiv,7,1,109.4072,2,26,4.6951
14,s14,2,yes,4,4,virtual-mouse,2,2,30,hiv,2,0,67.5625,2,29,4.2131
14,s14,2,yes,4,4,virtual-mouse,2,3,31,hiv,2,1,66.5731,2,27,4.1983
14,s14,2,yes,4,4,virtual-mouse,2,4,32,hiv,1,1,45.7959,1,20,3.8242
15,s15,3,yes,1,3,virtual-prop,1,1,1,army,59,0,45.9794,2,34,3.8282
15,s15,3,yes,1,3,virtual-prop,1,2,2,army,3,1,39.7304,2,31,3.6821
15,s15,3,yes,1,3,virtual-prop,1,3,3,army,3,1,43.841,3,55,3.7806
15,s15,3,yes,1,3,virtual-prop,1,4,4,army,1,0,50.8756,3,53,3.9294
15,s15,3,yes,1,3,virtual-prop,2,1,5,externaldebt,21,0,64.3411,2,35,4.1642
15,s15,3,yes,1,3,virtual-prop,2,2,6,externaldebt,2,0,64.9703,3,47,4.1739
15,s15,3,yes,1,3,virtual-prop,2,3,7,externaldebt,2,0,52.0688,2,33,3.9526
15,s15,3,yes,1,3,virtual-prop,2,4,8,externaldebt,1,0,48.9716,2,43,3.8912
15,s15,3,yes,2,4,virtual-mouse,1,1,9,health,21,0,61.123,3,48,4.1129
15,s15,3,yes,2,4,virtual-mouse,1,2,10,health,4,0,53.2718,4,37,3.9754
15,s15,3,yes,2,4,virtual-mouse,1,3,11,health,3,0,46.8502,2,48,3.847
15,s15,3,yes,2,4,virtual-mouse,1,4,12,health,3,0,79.3652,4,56,4.3741
15,s15,3,yes,2,4,virtual-mouse,2,1,13,military,8,0,75.0696,3,102,4.3184
15,s15,3,yes,2,4,virtual-mouse,2,2,14,military,5,0,82.131,4,112,4.4083
15,s15,3,yes,2,4,virtual-mouse,2,3,15,military,3,0,83.4395,2,115,4.4241
15,s15,3,yes,2,4,virtual-mouse,2,4,16,military,4,0,80.1694,4,103,4.3841
15,s15,3,yes,3,2,physical-notouch,1,1,17,grosscapital,40,0,61.6715,3,52,4.1218
15,s15,3,yes,3,2,physical-notouch,1,2,18,grosscapital,1,1,55.5022,3,82,4.0164
15,s15,3,yes,3,2,physical-notouch,1,3,19,grosscapital,1,0,107.3318,4,115,4.6759
15,s15,3,yes,3,2,physical-notouch,1,4,20,grosscapital,4,1,42.9723,3,61,3.7606
15,s15,3,yes,3,2,physical-notouch,2,1,21,education,27,0,43.2708,3,65,3.7675
15,s15,3,yes,3,2,physical-notouch,2,2,22,education,1,0,31.6082,3,67,3.4534
15,s15,3,yes,3,2,physical-notouch,2,3,23,education,1,0,30.2986,3,67,3.4111
15,s15,3,yes,3,2,physical-notouch,2,4,24,education,1,1,50.6134,3,68,3.9242
15,s15,3,yes,4,1,physical-touch,1,1,25,carmortality,27,0,66.2708,4,84,4.1938
15,s15,3,yes,4,1,physical-touch,1,2,26,carmortality,2,0,31.8837,3,67,3.4621
15,s15,3,yes,4,1,physical-touch,1,3,27,carmortality,2,0,42.081,4,73,3.7396
15,s15,3,yes,4,1,physical-touch,1,4,28,carmortality,1,0,65.8363,4,93,4.1872
15,s15,3,yes,4,1,physical-touch,2,1,29,hiv,31,0,45.3659,3,72,3.8148
15,s15,3,yes,4,1,physical-touch,2,2,30,hiv,1,0,38.827,3,55,3.6591
15,s15,3,yes,4,1,physical-touch,2,3,31,hiv,1,0,40.7795,2,76,3.7082
15,s15,3,yes,4,1,physical-touch,2,4,32,hiv,1,0,55.2825,3,103,4.0125
16,s16,4,yes,1,4,virtual-mouse,1,1,1,army,13,0,69.7391,3,42,4.2448
